dc_id,name,provider,address,municipality,state,latitude,longitude,state_from_coords,coord_state_mismatch,MW_total_power,mw_flagged_outlier,miles_to_nearest_airport,sqft_colocation_space,sqft_total_space,url,number,street,est_mw,mw_source,wet_bulb_c,climate_adj,est_liters_per_day,est_liters_per_day_low,est_liters_per_day_high,wue_default,bws_score,bws_category,stress_stressor_match,operator_class,is_hyperscaler_self,is_colocation_major,is_colocation_secondary,is_cable_telecom,is_edge_micro,is_cdn_isp,is_enterprise_self,is_disclosed_mw,lat_lon_grid_cell,lat_lon_grid_id,is_hawaii_alaska,is_water_stressed_state,cooling_type
DC-00416,Amazon AWS: IAD78 44862 Interconnection Plaza,Amazon AWS,"44862 Interconnection Plz, Ashburn, VA 20147, USA",Ashburn,VA,39.02710865,-77.45282885,VA,False,,False,5.6,,142000.0,https://datacenters.com/amazon-aws-iad78-44862-interconnection-plaza,44862.0,Interconnection Plz,50.0,heuristic:hyperscaler_self,10.524383561643834,1.0,1058400.0,529200.0,1587600.0,1.8,1.94,Low-Medium,False,hyperscaler_self,True,False,False,False,False,False,False,False,39N-077W,93,False,False,unknown
DC-00417,TierPoint: Baltimore Data Center,TierPoint,"1401 Russell Street, Baltimore, MD, USA",Baltimore,MD,39.2754558,-76.62550986602082,MD,False,,False,6.84,14000.0,28000.0,https://datacenters.com/tierpoint-baltimore,1401.0,Russell Street,20.0,heuristic:colocation_major,10.753698630136988,1.0,423360.0,211680.0,635040.0,1.8,0.583,Low,False,colocation_major,False,True,False,False,False,False,False,False,39N-076W,92,False,False,unknown
DC-00418,Equinix: DA3 Dallas Data Center,Equinix,"1950 North Stemmons Freeway, Dallas, TX, USA",Dallas,TX,32.800965950000005,-96.81952300449768,TX,False,60.0,False,7.46,25869.0,50738.0,https://datacenters.com/equinix-da3-dallas,1950.0,North Stemmons Freeway,60.0,disclosed,15.338630136986302,1.010158904109589,1282982.6209315066,641491.3104657533,1924473.93139726,1.8,2.681,Medium-High,False,colocation_major,False,True,False,False,False,False,False,True,32N-096W,31,False,False,unknown
DC-00419,ColoCrossing: NJ1 - New York Data Center,ColoCrossing,"101 Possumtown Rd, Piscataway Township, NJ, USA",Piscataway Township,NJ,40.5574623,-74.48445497022735,NJ,False,36.4,False,18.02,,360000.0,https://datacenters.com/colocrossing-nj1-new-york,101.0,Possumtown Rd,36.4,disclosed,9.684109589041096,1.0,770515.2,385257.6,1155772.7999999998,1.8,2.797,Medium-High,False,unknown,False,False,False,False,False,False,False,True,40N-074W,105,False,False,unknown
DC-00420,Neutron Colocation: Spokane Data Center,Neutron Colocation,"422 West Riverside Avenue, Spokane, WA, USA",Spokane,WA,47.65803251714229,-117.41847209730656,WA,False,,False,4.35,2000.0,50000.0,https://datacenters.com/neutron-colocation-spokane,422.0,West Riverside Avenue,10.0,heuristic:colocation_secondary,5.443835616438356,1.0,211680.0,105840.0,317520.0,1.8,0.903,Low,False,colocation_secondary,False,False,True,False,False,False,False,False,47N-117W,167,False,False,unknown
DC-00421,FirstLight: Brunswick Data Center,FirstLight,"14 Resilient Circle, Brunswick, ME, USA",Brunswick,ME,43.89518095,-69.9229640047743,ME,False,,False,119.31,,52000.0,https://datacenters.com/firstlight-brunswick,14.0,Resilient Circle,10.0,heuristic:colocation_secondary,6.984931506849315,1.0,211680.0,105840.0,317520.0,1.8,0.176,Low,False,colocation_secondary,False,False,True,False,False,False,False,False,43N-069W,142,False,False,unknown
DC-00422,Data Canopy: Chicago (Aurora),Data Canopy,"2905 Diehl Rd, Aurora, IL 60502, USA",Aurora,IL,41.79805272231562,-88.24663633007307,IL,False,48.78,False,21.13,34000.0,70000.0,https://datacenters.com/data-canopy-chicago-aurora,2905.0,Diehl Rd,48.78,disclosed,7.876164383561644,1.0,1032575.04,516287.52,1548862.5599999998,1.8,0.75,Low,False,colocation_secondary,False,False,True,False,False,False,False,True,41N-088W,123,False,False,unknown
DC-00423,Fortress Data Centers: SF1: San Francisco,Fortress Data Centers: SF1,"274 Brannan Street, San Francisco, CA, USA",San Francisco,CA,37.7825848,-122.3917665432021,CA,False,3.5,False,11.19,20000.0,105225.0,https://datacenters.com/fortress-sf1-san-francisco,274.0,Brannan Street,3.5,disclosed,10.811506849315071,1.0,74087.99999999999,37043.99999999999,111131.99999999996,1.8,3.724,High,True,colocation_secondary,False,False,True,False,False,False,False,True,37N-122W,81,False,True,unknown
DC-00424,365 Data Centers: GA1 Alpharetta Data Center,365 Data Centers,"11650 Great Oaks Way, Alpharetta, GA, USA",Alpharetta,GA,34.06264595427264,-84.26721362739997,GA,False,4.3,False,30.45,45000.0,77300.0,https://datacenters.com/365-ga1-alpharetta,11650.0,Great Oaks Way,4.3,disclosed,13.19041095890411,1.0,91022.4,45511.2,136533.59999999998,1.8,1.889,Low-Medium,False,colocation_major,False,True,False,False,False,False,False,True,34N-084W,46,False,False,unknown
DC-00425,FirstLight: Portsmouth Data Center,FirstLight,"359 Corporate Drive, Portsmouth, NH, USA",Portsmouth,NH,43.07274255,-70.80276247248639,NH,False,,False,49.71,,8700.0,https://datacenters.com/firstlight-portsmouth,359.0,Corporate Drive,10.0,heuristic:colocation_secondary,8.009315068493152,1.0,211680.0,105840.0,317520.0,1.8,1.585,Low-Medium,False,colocation_secondary,False,False,True,False,False,False,False,False,43N-070W,143,False,False,unknown
DC-00426,FirstLight: Albany Data Center,FirstLight,"11 North Pearl Street, Albany, NY, USA",Albany,NY,42.65002935,-73.75207455800128,NY,False,,False,6.84,,8000.0,https://datacenters.com/firstlight-albany,11.0,North Pearl Street,10.0,heuristic:colocation_secondary,8.054794520547945,1.0,211680.0,105840.0,317520.0,1.8,0.834,Low,False,colocation_secondary,False,False,True,False,False,False,False,False,42N-073W,132,False,False,unknown
DC-00427,Digital Realty: New York EWR20 Data Center,Digital Realty,"100 Delawanna Avenue, Clifton, NJ, USA",Clifton,NJ,40.82993065,-74.12674999655991,NJ,False,11.0,False,9.9,179000.0,183000.0,https://datacenters.com/digital-realty-new-york-ewr20,100.0,Delawanna Avenue,11.0,disclosed,9.523561643835617,1.0,232848.0,116424.0,349271.99999999994,1.8,2.797,Medium-High,False,colocation_major,False,True,False,False,False,False,False,True,40N-074W,105,False,False,unknown
DC-00428,Centersquare: EWR3 Piscataway Data Center Campus,Centersquare,"3 Corporate Place, Piscataway, NJ, USA",Piscataway,NJ,40.55379115,-74.45706791394755,NJ,False,12.0,False,17.4,802397.0,802397.0,https://datacenters.com/centersquare-ewr3-piscataway-campus,3.0,Corporate Place,12.0,disclosed,9.684109589041096,1.0,254016.0,127008.0,381024.0,1.8,2.797,Medium-High,False,colocation_major,False,True,False,False,False,False,False,True,40N-074W,105,False,False,unknown
DC-00429,1547 Critical Systems Realty: MIWI1 Wells Building Data Center,1547 Critical Systems Realty,"324 East Wisconsin Avenue, Milwaukee, WI, USA",Milwaukee,WI,43.0389885,-87.90693794248263,WI,False,12.0,False,73.33,,160000.0,https://datacenters.com/1547-critical-systems-realty-miwi1-wells-building,324.0,East Wisconsin Avenue,12.0,disclosed,7.064383561643836,1.0,254016.0,127008.0,381024.0,1.8,1.492,Low-Medium,False,unknown,False,False,False,False,False,False,False,True,43N-087W,146,False,False,unknown
DC-00430,Digital Realty: Boston BOS16 Data Center,Digital Realty,"105 Cabot Street, Needham, MA, USA",Needham,MA,42.302236,-71.21956515187279,MA,False,10.0,False,11.2,40000.0,133000.0,https://datacenters.com/digital-realty-boston-bos16,105.0,Cabot Street,10.0,disclosed,8.498356164383562,1.0,211680.0,105840.0,317520.0,1.8,2.012,Medium-High,False,colocation_major,False,True,False,False,False,False,False,True,42N-071W,130,False,False,unknown
DC-00431,Sabey Data Centers: SDC Seattle Data Center,Sabey Data Centers,"3355 35th Ave S, Tukwila, WA 98168, USA",Tukwila,WA,47.49213686445865,-122.28843858491982,WA,False,70.0,False,2.49,,900000.0,https://datacenters.com/sabey-sdc-seattle,3355.0,35th Ave S,70.0,disclosed,8.737534246575342,1.0,1481760.0,740880.0,2222640.0,1.8,0.903,Low,False,colocation_major,False,True,False,False,False,False,False,True,47N-122W,169,False,False,unknown
DC-00432,TierPoint: Spokane SPO03 Data Center,TierPoint,"23017 East Mission Avenue, Liberty Lake, WA 99019, USA",Liberty Lake,WA,47.6713701795256,-117.09483622072015,WA,False,,False,18.65,10000.0,16500.0,https://datacenters.com/tierpoint-spokane-spo03,23017.0,East Mission Avenue,20.0,heuristic:colocation_major,6.018630136986302,1.0,423360.0,211680.0,635040.0,1.8,0.903,Low,False,colocation_major,False,True,False,False,False,False,False,False,47N-117W,167,False,False,unknown
DC-00433,DataBank: ORD2 Downtown Chicago Metro Data Center,DataBank,"840 South Canal Street, Chicago, IL, USA",Chicago,IL,41.8709343,-87.6401410684536,IL,False,2.0,False,14.92,11470.0,14500.0,https://datacenters.com/databank-ord2-downtown-chicago-metro,840.0,South Canal Street,2.0,disclosed,8.263561643835615,1.0,42336.0,21168.0,63504.0,1.8,0.75,Low,False,colocation_major,False,True,False,False,False,False,False,True,41N-087W,122,False,False,unknown
DC-00434,Digital Realty: Miami MIA10 Data Center,Digital Realty,"36 Northeast 2nd Street, Miami, FL 33132, USA",Miami,FL,25.7758419,-80.1929625,FL,False,2.0,False,5.6,134000.0,162000.0,https://datacenters.com/digital-realty-miami-mia10,36.0,Northeast 2nd Street,2.0,disclosed,21.72684931506849,1.2018054794520547,50879.63677808219,25439.81838904109,76319.45516712329,1.8,2.559,Medium-High,False,colocation_major,False,True,False,False,False,False,False,True,25N-080W,2,False,False,unknown
DC-00435,DataBank: IND2 Downtown Indianapolis Data Center,DataBank,"650 West Henry Street, Indianapolis, IN, USA",Indianapolis,IN,39.7601052,-86.1704582,IN,False,3.75,False,6.84,31080.0,46000.0,https://datacenters.com/databank-ind2-downtown-indianapolis,650.0,West Henry Street,3.75,disclosed,9.32054794520548,1.0,79379.99999999999,39689.99999999999,119069.99999999996,1.8,1.384,Low-Medium,False,colocation_major,False,True,False,False,False,False,False,True,39N-086W,99,False,False,unknown
DC-00436,UnitedLayer: Las Vegas North Data Center,UnitedLayer,"7135 South Decatur Boulevard, Las Vegas, NV, USA",Las Vegas,NV,36.06011615,-115.21019411891962,NV,False,1.44,False,3.11,111000.0,324800.0,https://datacenters.com/unitedlayer-las-vegas-north,7135.0,South Decatur Boulevard,1.44,disclosed,9.77835616438356,1.0,30481.92,15240.96,45722.88,1.8,2.146,Medium-High,False,colocation_secondary,False,False,True,False,False,False,False,True,36N-115W,73,False,False,unknown
DC-00437,Flexential: Charlotte - South Data Center,Flexential,"8910 Lenox Pointe Drive, Charlotte, NC, USA",Charlotte,NC,35.1353954,-80.93697269695443,NC,False,2.36,False,5.6,13600.0,66666.0,https://datacenters.com/flexential-charlotte-south,8910.0,Lenox Pointe Drive,2.36,disclosed,13.088493150684933,1.0,49956.48,24978.24,74934.72,1.8,2.498,Medium-High,False,colocation_major,False,True,False,False,False,False,False,True,35N-080W,55,False,False,unknown
DC-00438,AUBix: Auburn Data Center,AUBix,"1571 W Samford Ave, Auburn, AL 36832, USA",Auburn,AL,32.597647510070324,-85.4893029291968,AL,False,,False,95.07,22000.0,40000.0,https://datacenters.com/aubix-auburn,1571.0,W Samford Ave,10.0,heuristic:colocation_secondary,14.962191780821918,1.0,211680.0,105840.0,317520.0,1.8,0.53,Low,False,colocation_secondary,False,False,True,False,False,False,False,False,32N-085W,28,False,False,unknown
DC-00439,INAP: Boston 2 Data Center,INAP,"50 Inner Belt Road, Somerville, MA, USA",Somerville,MA,42.37795725,-71.08031894999999,MA,False,,False,3.1,71062.0,71062.0,https://datacenters.com/inap-boston-2,50.0,Inner Belt Road,20.0,heuristic:colocation_major,8.422465753424657,1.0,423360.0,211680.0,635040.0,1.8,2.012,Medium-High,False,colocation_major,False,True,False,False,False,False,False,False,42N-071W,130,False,False,unknown
DC-00440,DataBank: MSP2 East Twin Cities Data Center,DataBank,"3255 Neil Armstrong Blvd, Eagan, MN, USA",Eagan,MN,44.83751935959474,-93.14541444091182,MN,False,5.0,False,3.73,48860.0,90000.0,https://datacenters.com/databank-msp2-east-twin-cities,3255.0,Neil Armstrong Blvd,5.0,disclosed,5.941917808219179,1.0,105840.0,52920.0,158760.0,1.8,1.669,Low-Medium,False,colocation_major,False,True,False,False,False,False,False,True,44N-093W,155,False,False,unknown
DC-00441,Equinix: SV15 Silicon Valley Data Center,Equinix,"2970 Corvin Drive, Santa Clara, CA, USA",Santa Clara,CA,37.37533395653293,-121.98795470326084,CA,False,,False,3.11,28511.0,44231.0,https://datacenters.com/equinix-sv15-silicon-valley,2970.0,Corvin Drive,20.0,heuristic:colocation_major,11.163013698630136,1.0,423360.0,211680.0,635040.0,1.8,3.724,High,True,colocation_major,False,True,False,False,False,False,False,False,37N-121W,80,False,True,unknown
DC-00442,CloudHQ: SJC Campus United States,CloudHQ,"552 Reed St, Santa Clara, California 95050, USA",Santa Clara,CA,37.36028977148921,-121.94221917182529,CA,False,,False,0.81,,,https://datacenters.com/cloudhq-sjc-campus-united-states,552.0,Reed St,20.0,heuristic:colocation_major,11.20082191780822,1.0,423360.0,211680.0,635040.0,1.8,3.724,High,True,colocation_major,False,True,False,False,False,False,False,False,37N-121W,80,False,True,unknown
DC-00443,Cologix: LAK1 Lakeland Data Center,Cologix,"2850 Interstate Drive, Lakeland, FL, USA",Lakeland,FL,28.078985047165688,-81.97469040894532,FL,False,,False,50.34,105000.0,105000.0,https://datacenters.com/cologix-lak1-lakeland,2850.0,Interstate Drive,20.0,heuristic:colocation_major,19.41397260273973,1.1324191780821915,479420.9832328766,239710.4916164383,719131.4748493149,1.8,2.559,Medium-High,False,colocation_major,False,True,False,False,False,False,False,False,28N-081W,9,False,False,unknown
DC-00444,Lumen: Chicago 2 Data Center,Lumen,"900 North Kingsbury Street, Chicago, IL, USA",Chicago,IL,41.897947,-87.643443,IL,False,8.5,False,14.3,10840.0,182016.0,https://datacenters.com/lumen-chicago-2,900.0,North Kingsbury Street,8.5,disclosed,8.293972602739727,1.0,179928.0,89964.0,269892.0,1.8,0.75,Low,False,colocation_secondary,False,False,True,False,False,False,False,True,41N-087W,122,False,False,unknown
DC-00445,CoreSite: BO1 Boston Data Center,CoreSite,"70 Inner Belt Road, Somerville, MA, USA",Somerville,MA,42.37670585,-71.07975762422522,MA,False,,False,3.11,,253000.0,https://datacenters.com/coresite-bo1-boston,70.0,Inner Belt Road,20.0,heuristic:colocation_major,8.422465753424657,1.0,423360.0,211680.0,635040.0,1.8,2.012,Medium-High,False,colocation_major,False,True,False,False,False,False,False,False,42N-071W,130,False,False,unknown
DC-00446,Rackspace: SJC2 San Jose Data Center,Rackspace,"150 South 1st Street, San Jose, CA, USA",San Jose,CA,37.3336276,-121.8879727376266,CA,False,5.4,False,2.49,65000.0,130000.0,https://datacenters.com/rackspace-sjc2-san-jose,150.0,South 1st Street,5.4,disclosed,11.20082191780822,1.0,114307.2,57153.6,171460.8,1.8,3.724,High,True,colocation_major,False,True,False,False,False,False,False,True,37N-121W,80,False,True,unknown
DC-00447,Evocative: Dallas Data Center (DAL6),Evocative,"1221 Coit Road, Plano, TX, USA",Plano,TX,33.01601457142858,-96.76688514285716,TX,False,12.0,False,21.6,52000.0,111000.0,https://datacenters.com/evocative-dallas-dal6,1221.0,Coit Road,12.0,disclosed,14.986027397260273,1.0,254016.0,127008.0,381024.0,1.8,2.681,Medium-High,False,colocation_major,False,True,False,False,False,False,False,True,33N-096W,39,False,False,unknown
DC-00448,24Shells Inc: EWR Data Center,24Shells Inc,"101 Possumtown Road, Piscataway, NJ, USA",Piscataway,NJ,40.5574623,-74.48445497022735,NJ,False,,False,18.02,,,https://datacenters.com/24shells-inc-ewr,101.0,Possumtown Road,10.0,heuristic:colocation_secondary,9.684109589041096,1.0,211680.0,105840.0,317520.0,1.8,2.797,Medium-High,False,colocation_secondary,False,False,True,False,False,False,False,False,40N-074W,105,False,False,unknown
DC-00449,Data Canopy: Cincinnati,Data Canopy,"229 W 7th St, Cincinnati, OH 45202, USA",Cincinnati,OH,39.1027886,-84.51792286125507,OH,False,12.0,False,8.7,212000.0,400000.0,https://datacenters.com/data-canopy-cincinnati,229.0,W 7th St,12.0,disclosed,9.992054794520548,1.0,254016.0,127008.0,381024.0,1.8,1.279,Low-Medium,False,colocation_secondary,False,False,True,False,False,False,False,True,39N-084W,97,False,False,unknown
DC-00450,TierPoint: Jacksonville Data Center,TierPoint,"8324 Baymeadows Way, Jacksonville, FL, USA",Jacksonville,FL,30.2167346,-81.5815109,FL,False,9.0,False,19.89,17200.0,120000.0,https://datacenters.com/tierpoint-jacksonville,8324.0,Baymeadows Way,9.0,disclosed,18.40109589041096,1.1020328767123286,209950.4874082192,104975.24370410958,314925.7311123288,1.8,2.559,Medium-High,False,colocation_major,False,True,False,False,False,False,False,True,30N-081W,15,False,False,unknown
DC-00451,American Tower: Edge Data Center Boulder,American Tower,"9110 Interlocken Loop, Broomfield, CO, USA",Broomfield,CO,39.93038207546503,-105.12807302694472,CO,False,0.096,True,22.37,272.0,360.0,https://datacenters.com/american-tower-edge-boulder,9110.0,Interlocken Loop,,outlier_excluded,4.360821917808219,1.0,,,,1.8,3.424,High,True,edge_micro,False,False,False,False,True,False,False,False,39N-105W,102,False,True,unknown
DC-00452,Performive: ATL05 Data Center,Performive,"1130 Powers Ferry Place, Marietta, GA, USA",Marietta,GA,33.924006345084614,-84.48240908168205,GA,False,,False,19.89,,,https://datacenters.com/performive-atl05,1130.0,Powers Ferry Place,10.0,heuristic:colocation_secondary,13.374246575342466,1.0,211680.0,105840.0,317520.0,1.8,1.889,Low-Medium,False,colocation_secondary,False,False,True,False,False,False,False,False,33N-084W,36,False,False,unknown
DC-00453,Lumen: Hartford 1 Data Center,Lumen,"155 Locust Street, Hartford, CT, USA",Hartford,CT,41.7450929,-72.6651517,CT,False,,False,13.05,1436.0,11000.0,https://datacenters.com/lumen-hartford-1,155.0,Locust Street,10.0,heuristic:colocation_secondary,8.837534246575341,1.0,211680.0,105840.0,317520.0,1.8,1.331,Low-Medium,False,colocation_secondary,False,False,True,False,False,False,False,False,41N-072W,117,False,False,unknown
DC-00454,CoreSite: SV7 Silicon Valley Data Center,CoreSite,"3020 Coronado Drive, Santa Clara, CA, USA",Santa Clara,CA,37.30224047360288,-122.02897917718704,CA,False,,False,2.49,,230000.0,https://datacenters.com/coresite-sv7-silicon-valley,3020.0,Coronado Drive,20.0,heuristic:colocation_major,10.778082191780822,1.0,423360.0,211680.0,635040.0,1.8,3.724,High,True,colocation_major,False,True,False,False,False,False,False,False,37N-122W,81,False,True,unknown
DC-00455,Cologix: ASH1 Ashburn Data Center,Cologix,"21745 Beaumeade Circle, Ashburn, VA, USA",Ashburn,VA,39.017194121511416,-77.45772274352643,VA,False,120.0,False,4.98,,455000.0,https://datacenters.com/cologix-ash1-ashburn,21745.0,Beaumeade Circle,120.0,disclosed,10.42958904109589,1.0,2540159.9999999995,1270079.9999999998,3810239.999999999,1.8,1.94,Low-Medium,False,colocation_major,False,True,False,False,False,False,False,True,39N-077W,93,False,False,unknown
